Sensor nummer,29,30,31,32,33,34,40,41,42,43,44,45,46,47,51,52,53,54,55,56,57,58,59,62,63,64,65,66,67,68,69,70,71,72,74,75,76,77,78,79,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,98,99,100,101,102,103,104,105,106,107,110,111,112,113,114,115,116,117,118,119,122,123,124,125,126,127,128,129,130,131,135,136,137,138,139,140,141,142,143,147,148,149,150,151,152,153,154,155,159,160,161,162,163,164,165,166,167,171,172,173,174,175,176,177,178,179,183,184,185,186,187,188,189,190,191,195,196,197,198,199,200,201,202,208,209,210,211,212,213,214,221,222,223,224,225,Sync
Minimum,5.880743,4.504399,4.066471,8.57087,19.70675,12.19941,1.626588,0.1251222,0,0,2.752688,5.755621,14.38905,9.947214,0,0,2.001955,2.815249,2.377322,0,0.9384164,4.129032,0,0,5.317693,6.631476,11.38612,6.193548,5.943304,8.258064,6.005865,6.068426,11.07331,1.939394,1.564027,6.193548,5.755621,7.319648,5.380254,3.44086,4.754643,5.880743,6.068426,9.259042,2.252199,4.379277,6.005865,2.627566,4.56696,2.627566,4.254155,2.627566,4.942327,4.879766,7.006843,0,1.188661,4.191593,3.691105,3.315738,0,1.251222,1.68915,3.44086,2.87781,0,2.31476,2.001955,0.3753666,0.4379277,0,0,0,0,2.752688,0.5004888,0,4.504399,1.814272,2.87781,3.628544,1.313783,0.06256109,3.065494,4.504399,0.2502444,3.378299,2.189638,6.694037,6.130987,5.067449,5.630498,4.56696,4.629521,0,3.878788,0.8132942,3.065494,1.814272,2.690127,0,6.506354,6.005865,1.438905,7.194526,5.567937,8.00782,12.19941,9.634409,5.943304,12.51222,5.943304,0,6.130987,9.008798,9.822092,13.5132,8.508309,9.69697,10.63539,11.94917,3.753666,6.506354,5.380254,3.628544,6.130987,4.817204,4.379277,9.947214,13.88856,5.880743,0,2.001955,3.691105,4.942327,4.942327,9.822092,9.13392,13.88856,4.504399,11.13587,3.628544,3.565982,4.441838,9.446725,7.257087,4.441838,1.063539,0,1.188661,0,0
Maximum,6.631476,5.380254,4.316716,10.63539,20.70772,15.51515,2.127077,0.2502444,0,0,4.316716,6.381232,15.7654,12.57478,0,0.1251222,2.815249,5.13001,3.941349,0.688172,2.940372,5.255132,0.6256109,0,6.506354,8.758554,14.70186,9.384164,10.51026,10.82307,10.51026,9.634409,14.13881,4.879766,2.565005,8.383186,8.695992,10.51026,10.32258,6.318671,9.259042,8.508309,8.883676,11.38612,4.692082,6.25611,7.632453,5.255132,6.506354,5.567937,8.132942,5.567937,8.132942,7.882698,9.571848,0.8758553,3.44086,5.442815,4.629521,4.942327,2.752688,2.752688,4.00391,4.879766,4.254155,0.1251222,4.441838,4.504399,1.313783,0.8758553,1.188661,1.063539,0.1251222,2.064516,3.565982,1.751711,0.06256109,5.880743,3.065494,4.942327,4.441838,2.752688,0.9384164,3.941349,5.13001,2.001955,4.504399,3.253177,7.632453,7.820137,5.380254,6.068426,5.442815,5.004888,0.06256109,5.004888,2.940372,3.941349,2.565005,3.253177,0,9.571848,6.443793,2.001955,8.195503,6.944282,9.947214,12.88759,10.57283,7.006843,13.20039,6.694037,1.376344,7.194526,11.261,14.07625,15.64027,10.63539,11.82405,12.6999,14.76442,5.567937,9.384164,6.068426,5.630498,10.38514,9.071359,5.755621,11.38612,20.83284,10.69795,1.438905,4.316716,7.006843,10.69795,12.63734,13.826,13.76344,18.08016,7.257087,14.88954,8.00782,9.509287,7.131965,13.826,16.20332,7.882698,2.87781,2.127077,1.564027,0,0
20% Averarge,6.381232,5.13001,4.254155,10.07234,20.45748,14.20137,1.814272,0.1876833,0,0,3.878788,6.130987,15.32747,11.82405,0,0,2.439883,4.629521,3.565982,0.5630499,2.252199,5.004888,0.3753666,0,6.193548,8.195503,13.76344,8.320625,9.509287,10.26002,9.071359,8.883676,13.5132,4.191593,2.31476,7.882698,7.757576,9.822092,9.446725,5.630498,7.695014,7.945259,8.445747,10.82307,4.00391,5.755621,6.881721,4.379277,6.068426,5.004888,7.319648,4.879766,7.382209,7.194526,8.946237,0.6256109,2.87781,4.879766,4.191593,4.441838,2.252199,2.377322,3.503421,4.629521,3.816227,0,3.691105,3.691105,0.7507331,0.5630499,0.7507331,0.7507331,0,1.376344,3.190616,1.313783,0,5.13001,2.502444,4.254155,4.129032,2.189638,0.7507331,3.691105,4.942327,1.501466,3.753666,2.31476,7.006843,7.006843,5.192571,5.818182,5.192571,4.817204,0,4.379277,1.564027,3.378299,1.939394,2.815249,0,8.633431,6.193548,1.68915,7.44477,5.880743,8.633431,12.51222,9.947214,6.443793,12.95015,6.130987,0.5630499,6.568915,9.947214,11.76149,14.32649,9.13392,10.69795,11.51124,13.01271,4.504399,7.757576,5.630498,4.379277,8.00782,5.693059,4.817204,10.51026,16.14076,7.820137,1.000978,2.377322,4.754643,6.506354,7.319648,11.51124,11.07331,15.13978,5.13001,12.26197,4.942327,4.942327,5.255132,11.32356,10.63539,5.192571,1.626588,1.251222,1.376344,0,0
0.000,6.443793,5.192571,4.254155,9.69697,20.45748,14.20137,2.001955,0.1876833,0,0,3.878788,6.130987,15.13978,12.07429,0,0.06256109,2.252199,4.441838,3.628544,0.3753666,2.252199,4.817204,0.2502444,0,6.130987,7.820137,13.826,8.070381,9.509287,10.26002,8.758554,8.883676,13.5132,4.316716,2.189638,7.632453,7.382209,9.634409,9.634409,5.505376,7.194526,7.882698,8.57087,10.76051,3.941349,5.693059,6.694037,4.379277,6.130987,4.879766,7.131965,4.56696,7.194526,6.944282,8.883676,0.5630499,2.87781,4.692082,4.191593,4.316716,2.189638,2.377322,3.503421,4.629521,3.753666,0,3.503421,3.378299,0.5630499,0.5004888,0.8132942,0.8132942,0,1.063539,3.065494,1.438905,0,4.942327,2.565005,4.316716,4.191593,2.252199,0.8132942,3.691105,4.879766,1.751711,4.00391,2.252199,7.006843,7.131965,5.255132,5.943304,5.255132,4.879766,0,4.56696,1.376344,3.065494,1.814272,2.815249,0,8.883676,6.130987,1.68915,7.382209,5.880743,8.508309,12.51222,9.884653,6.694037,13.07527,6.130987,0.1876833,6.694037,10.00978,11.88661,14.13881,9.196481,10.88563,11.69893,13.32551,4.56696,8.320625,5.693059,4.316716,8.320625,5.567937,4.879766,10.57283,16.70381,8.320625,0,2.377322,4.879766,6.318671,7.44477,11.94917,11.51124,15.20235,5.067449,12.32454,5.067449,4.817204,5.317693,11.5738,10.69795,5.067449,1.68915,0.4379277,1.438905,0,0
0.010,6.568915,5.13001,4.254155,9.634409,20.45748,14.20137,1.939394,0.1876833,0,0,3.878788,6.130987,15.20235,12.07429,0,0.06256109,2.252199,4.441838,3.628544,0.3753666,2.252199,4.879766,0.2502444,0,6.130987,7.820137,13.76344,8.070381,9.446725,10.26002,8.758554,8.821115,13.5132,4.316716,2.189638,7.632453,7.319648,9.69697,9.634409,5.505376,7.257087,7.882698,8.57087,10.82307,3.941349,5.693059,6.694037,4.379277,6.130987,4.879766,7.131965,4.56696,7.257087,7.006843,8.883676,0.5630499,2.87781,4.692082,4.191593,4.316716,2.189638,2.439883,3.503421,4.629521,3.753666,0,3.503421,3.44086,0.5630499,0.5004888,0.8132942,0.8132942,0,1.1261,3.065494,1.438905,0,4.942327,2.565005,4.316716,4.191593,2.189638,0.8132942,3.691105,4.879766,1.626588,4.00391,2.31476,7.006843,7.131965,5.255132,5.880743,5.255132,4.942327,0,4.56696,1.376344,3.065494,1.876833,2.752688,0,8.946237,6.130987,1.751711,7.382209,5.880743,8.445747,12.51222,9.884653,6.694037,13.07527,6.130987,0.1876833,6.694037,9.947214,11.88661,14.13881,9.196481,10.88563,11.69893,13.32551,4.56696,8.320625,5.693059,4.316716,8.383186,5.567937,4.879766,10.57283,16.70381,8.320625,0,2.377322,4.817204,6.381232,7.44477,11.88661,11.51124,15.26491,5.067449,12.32454,5.067449,4.817204,5.317693,11.5738,10.76051,5.067449,1.68915,0.4379277,1.438905,0,1
0.020,6.443793,5.192571,4.254155,9.69697,20.45748,14.20137,2.001955,0.1876833,0,0,3.878788,6.130987,15.20235,12.07429,0,0.06256109,2.252199,4.504399,3.628544,0.4379277,2.252199,4.879766,0.2502444,0,6.130987,7.820137,13.76344,8.070381,9.446725,10.26002,8.821115,8.821115,13.5132,4.379277,2.189638,7.695014,7.507331,9.69697,9.634409,5.505376,7.257087,7.882698,8.508309,10.82307,3.941349,5.755621,6.756598,4.441838,6.193548,4.942327,7.257087,4.504399,7.194526,7.006843,8.883676,0.6256109,2.87781,4.692082,4.191593,4.316716,2.252199,2.439883,3.503421,4.692082,3.753666,0,3.503421,3.378299,0.6256109,0.5004888,0.8132942,0.8132942,0,1.1261,3.065494,1.438905,0,5.067449,2.565005,4.316716,4.191593,2.252199,0.8132942,3.691105,4.879766,1.626588,4.00391,2.31476,7.006843,7.131965,5.255132,5.880743,5.255132,4.879766,0,4.56696,1.376344,3.128055,1.876833,2.752688,0,9.008798,6.130987,1.68915,7.44477,5.880743,8.508309,12.51222,9.947214,6.694037,13.07527,6.193548,0.1876833,6.694037,10.00978,11.88661,14.13881,9.196481,10.88563,11.69893,13.32551,4.56696,8.320625,5.693059,4.316716,8.383186,5.567937,4.879766,10.57283,16.70381,8.320625,0,2.502444,4.817204,6.381232,7.44477,11.82405,11.51124,15.26491,5.067449,12.32454,5.067449,4.817204,5.317693,11.5738,10.76051,5.067449,1.68915,0.3753666,1.438905,0,1
0.030,6.443793,5.192571,4.254155,9.69697,20.45748,14.26393,2.001955,0.1876833,0,0,3.878788,6.130987,15.13978,12.07429,0,0.06256109,2.252199,4.56696,3.628544,0.4379277,2.252199,4.879766,0.2502444,0,6.130987,7.820137,13.826,8.132942,9.446725,10.26002,8.821115,8.883676,13.5132,4.316716,2.189638,7.695014,7.507331,9.634409,9.634409,5.567937,7.257087,8.00782,8.57087,10.82307,3.941349,5.693059,6.756598,4.441838,6.130987,5.13001,7.194526,4.56696,7.257087,7.006843,8.883676,0.6256109,2.87781,4.692082,4.191593,4.316716,2.252199,2.439883,3.503421,4.692082,3.753666,0,3.503421,3.378299,0.5630499,0.5004888,0.8132942,0.8132942,0,1.1261,3.065494,1.438905,0,5.004888,2.565005,4.379277,4.191593,2.252199,0.8132942,3.691105,4.879766,1.68915,4.00391,2.31476,7.006843,7.131965,5.255132,5.880743,5.317693,4.942327,0,4.629521,1.376344,3.128055,1.814272,2.752688,0,8.946237,6.130987,1.751711,7.382209,5.880743,8.383186,12.51222,9.884653,6.694037,13.07527,6.193548,0.1876833,6.631476,10.00978,11.88661,14.13881,9.13392,10.88563,11.69893,13.32551,4.56696,8.383186,5.693059,4.316716,8.320625,5.567937,4.879766,10.57283,16.64125,8.258064,0,2.439883,4.754643,6.381232,7.44477,11.88661,11.44868,15.26491,5.067449,12.32454,5.067449,4.817204,5.317693,11.5738,10.76051,5.004888,1.68915,0.4379277,1.438905,0,1
0.040,6.443793,5.192571,4.254155,9.759531,20.45748,14.20137,2.001955,0.1876833,0,0,3.878788,6.130987,15.20235,12.13685,0,0.06256109,2.189638,4.56696,3.628544,0.4379277,2.252199,4.879766,0.2502444,0,6.130987,7.820137,13.76344,8.132942,9.509287,10.32258,8.821115,8.821115,13.5132,4.316716,2.189638,7.695014,7.507331,9.69697,9.69697,5.630498,7.257087,7.945259,8.57087,10.82307,4.00391,5.693059,6.694037,4.441838,6.130987,5.13001,7.194526,4.629521,7.319648,7.069404,8.883676,0.5630499,2.87781,4.692082,4.191593,4.316716,2.252199,2.439883,3.503421,4.692082,3.753666,0,3.503421,3.378299,0.5630499,0.5004888,0.8132942,0.8132942,0,1.188661,3.065494,1.438905,0,5.067449,2.565005,4.441838,4.191593,2.31476,0.8132942,3.691105,4.879766,1.68915,4.066471,2.31476,7.069404,7.069404,5.255132,5.943304,5.255132,4.942327,0,4.56696,1.376344,3.128055,1.876833,2.815249,0,8.946237,6.130987,1.751711,7.44477,5.818182,8.445747,12.51222,9.947214,6.694037,13.07527,6.193548,0.1876833,6.631476,10.07234,11.88661,14.13881,9.196481,10.88563,11.69893,13.32551,4.56696,8.383186,5.693059,4.316716,8.320625,5.567937,4.879766,10.57283,16.64125,8.258064,0,2.439883,4.817204,6.318671,7.319648,11.88661,11.44868,15.20235,5.067449,12.3871,5.067449,4.754643,5.317693,11.5738,10.76051,5.067449,1.68915,0.3128055,1.438905,0,1
0.050,6.568915,5.13001,4.254155,9.759531,20.45748,14.20137,2.001955,0.1876833,0,0,3.878788,6.130987,15.20235,12.13685,0,0.06256109,2.252199,4.629521,3.628544,0.4379277,2.252199,4.879766,0.4379277,0,6.130987,7.820137,13.826,8.132942,9.509287,10.26002,8.821115,8.883676,13.5132,4.379277,2.189638,7.695014,7.507331,9.69697,9.69697,5.630498,7.44477,7.945259,8.57087,10.82307,4.129032,5.693059,6.694037,4.441838,6.130987,5.192571,7.194526,4.692082,7.319648,7.069404,8.946237,0.6256109,2.87781,4.692082,4.191593,4.316716,2.252199,2.439883,3.503421,4.692082,3.753666,0,3.503421,3.44086,0.5630499,0.5630499,0.8132942,0.8132942,0,1.188661,3.065494,1.438905,0,5.004888,2.565005,4.441838,4.191593,2.377322,0.8132942,3.691105,4.879766,1.68915,4.00391,2.31476,7.069404,7.131965,5.255132,5.880743,5.255132,4.942327,0,4.56696,1.376344,3.065494,1.876833,2.815249,0,8.883676,6.130987,1.68915,7.44477,5.880743,8.383186,12.51222,9.884653,6.694037,13.07527,6.193548,0.1876833,6.694037,10.00978,11.88661,14.13881,9.196481,10.88563,11.63636,13.32551,4.56696,8.320625,5.693059,4.316716,8.320625,5.567937,4.879766,10.57283,16.70381,8.320625,0,2.439883,4.817204,6.381232,7.382209,11.94917,11.51124,15.20235,5.067449,12.3871,5.067449,4.754643,5.317693,11.5738,10.69795,5.067449,1.68915,0.3128055,1.501466,0,1
