Sensor nummer,29,30,31,32,33,34,40,41,42,43,44,45,46,47,51,52,53,54,55,56,57,58,59,62,63,64,65,66,67,68,69,70,71,72,74,75,76,77,78,79,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,98,99,100,101,102,103,104,105,106,107,110,111,112,113,114,115,116,117,118,119,122,123,124,125,126,127,128,129,130,131,135,136,137,138,139,140,141,142,143,147,148,149,150,151,152,153,154,155,159,160,161,162,163,164,165,166,167,171,172,173,174,175,176,177,178,179,183,184,185,186,187,188,189,190,191,195,196,197,198,199,200,201,202,208,209,210,211,212,213,214,221,222,223,224,225
Minimum,0,2.127077,0.8758553,2.752688,5.255132,0,0,0.1251222,0,0,0.6256109,5.442815,9.571848,0.8758553,0,0,2.439883,5.567937,3.315738,0.2502444,0,0,0,0,4.629521,13.20039,15.7654,11.63636,14.38905,12.6999,9.13392,11.07331,6.506354,0,2.064516,10.57283,13.01271,14.88954,16.0782,13.95112,16.70381,16.20332,13.63832,11.76149,0,4.441838,8.070381,8.00782,12.32454,9.321603,7.006843,3.628544,7.695014,9.071359,4.316716,0,2.127077,5.192571,5.004888,1.68915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.001955,3.941349,5.693059,4.629521,1.751711,0,0,0,0,2.940372,3.878788,9.446725,10.38514,7.131965,6.193548,0,0,0,3.753666,6.130987,14.88954,13.57576,11.63636,12.26197,1.000978,2.502444,11.07331,6.881721,11.44868,10.88563,12.19941,1.814272,0.8132942,4.379277,5.943304,1.188661,0
Maximum,0,2.627566,1.1261,3.503421,6.005865,0.3753666,0,0.3753666,0,0,0.9384164,6.443793,11.19844,3.565982,0,0.1876833,3.065494,6.193548,4.56696,1.063539,0,0.3128055,0,0,5.442815,14.01369,16.95406,12.51222,16.45357,13.95112,11.01075,12.07429,9.69697,0,3.002933,11.261,15.39003,16.01564,17.70479,14.82698,18.08016,17.57967,14.6393,13.01271,0,5.067449,8.946237,9.259042,13.63832,11.38612,10.26002,5.067449,11.13587,10.38514,4.942327,0,2.752688,5.880743,5.818182,3.190616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377322,4.254155,5.943304,4.879766,2.565005,0,0,0,0,3.315738,4.441838,10.00978,11.5738,7.882698,6.81916,0.1251222,0,0,5.567937,6.881721,16.51613,15.01466,12.57478,13.5132,1.376344,3.816227,13.13783,9.071359,12.95015,12.07429,13.57576,2.502444,2.439883,6.005865,7.382209,1.251222,0
20% Averarge,0,2.439883,0.9384164,3.253177,5.693059,0.1876833,0,0.1876833,0,0,0.8132942,6.193548,10.51026,3.128055,0,0.06256109,2.815249,5.880743,4.191593,0.8758553,0,0.2502444,0,0,5.13001,13.70088,16.57869,12.13685,15.82796,13.5132,10.57283,11.76149,9.008798,0,2.565005,10.94819,14.45161,15.64027,17.2043,14.51417,17.70479,17.2043,14.32649,12.63734,0,4.754643,8.57087,8.883676,13.20039,10.57283,9.634409,4.754643,10.51026,10.07234,4.754643,0,2.439883,5.630498,5.505376,2.690127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.189638,4.066471,5.755621,4.692082,2.377322,0,0,0,0,3.065494,4.129032,9.634409,10.88563,7.44477,6.506354,0,0,0,4.629521,6.318671,15.39003,14.01369,11.94917,12.63734,1.188661,2.87781,11.63636,7.695014,11.82405,11.13587,12.57478,2.127077,1.188661,4.754643,6.318671,1.188661,0
0.000,0,2.627566,1.063539,3.315738,5.693059,0,0,0.3128055,0,0,0.8132942,6.318671,10.32258,2.815249,0,0.1251222,3.002933,5.943304,4.316716,1.000978,0,0,0,0,5.442815,13.95112,16.95406,12.3871,16.20332,13.76344,10.69795,11.88661,9.13392,0,3.002933,11.261,15.26491,15.95308,17.57967,14.6393,17.89247,17.26686,14.38905,12.6999,0,5.067449,8.883676,9.259042,13.45063,11.32356,10.07234,4.879766,10.76051,10.1349,4.692082,0,2.690127,5.818182,5.755621,2.940372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377322,4.191593,5.755621,4.692082,2.252199,0,0,0,0,3.190616,4.191593,9.571848,10.63539,7.131965,6.193548,0.06256109,0,0,4.817204,6.25611,15.13978,13.95112,11.63636,12.32454,1.063539,3.128055,11.5738,7.945259,11.5738,10.94819,12.32454,1.876833,1.313783,4.942327,6.25611,1.188661,0
0.010,0,2.627566,1.063539,3.315738,5.693059,0,0,0.3128055,0,0,0.8132942,6.318671,10.32258,2.815249,0,0.1251222,3.002933,5.943304,4.316716,1.000978,0,0,0,0,5.380254,13.95112,16.89149,12.3871,16.20332,13.76344,10.69795,11.88661,9.259042,0,3.002933,11.261,15.26491,15.95308,17.57967,14.6393,17.89247,17.39198,14.38905,12.6999,0,5.067449,8.821115,9.259042,13.45063,11.38612,10.07234,4.879766,10.76051,10.1349,4.692082,0,2.690127,5.818182,5.755621,2.940372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31476,4.191593,5.755621,4.692082,2.252199,0,0,0,0,3.253177,4.191593,9.509287,10.63539,7.131965,6.193548,0.06256109,0,0,4.817204,6.25611,15.13978,13.95112,11.63636,12.32454,1.000978,3.128055,11.5738,7.882698,11.5738,10.94819,12.32454,1.876833,1.251222,4.942327,6.25611,1.188661,0
0.020,0,2.627566,1.063539,3.315738,5.693059,0,0,0.3128055,0,0,0.8132942,6.318671,10.32258,2.815249,0,0.1251222,3.002933,5.943304,4.379277,1.000978,0,0,0,0,5.380254,13.95112,16.89149,12.3871,16.20332,13.76344,10.69795,11.88661,9.196481,0,3.002933,11.261,15.26491,15.95308,17.57967,14.6393,17.89247,17.32942,14.38905,12.6999,0,5.067449,8.883676,9.259042,13.45063,11.32356,10.1349,4.879766,10.76051,10.1349,4.692082,0,2.627566,5.818182,5.755621,2.940372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377322,4.191593,5.755621,4.692082,2.252199,0,0,0,0,3.190616,4.191593,9.571848,10.63539,7.131965,6.193548,0.06256109,0,0,4.817204,6.318671,15.13978,13.95112,11.63636,12.32454,1.000978,3.128055,11.5738,7.945259,11.5738,10.94819,12.32454,1.814272,1.251222,4.942327,6.318671,1.188661,0
0.030,0,2.627566,1.063539,3.315738,5.693059,0,0,0.3128055,0,0,0.8132942,6.318671,10.32258,2.815249,0,0.1251222,3.002933,5.943304,4.316716,0.9384164,0,0,0,0,5.442815,13.95112,16.89149,12.3871,16.20332,13.70088,10.69795,11.88661,9.196481,0,3.002933,11.261,15.26491,15.89052,17.57967,14.6393,17.89247,17.39198,14.38905,12.6999,0,5.067449,8.821115,9.259042,13.45063,11.38612,10.1349,4.879766,10.69795,10.1349,4.692082,0,2.690127,5.818182,5.755621,2.940372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31476,4.191593,5.755621,4.692082,2.252199,0,0,0,0,3.190616,4.191593,9.571848,10.63539,7.131965,6.193548,0.06256109,0,0,4.879766,6.25611,15.13978,13.88856,11.63636,12.32454,1.000978,3.128055,11.5738,7.945259,11.63636,10.94819,12.32454,1.814272,1.251222,4.942327,6.318671,1.188661,0
0.040,0,2.627566,1.1261,3.315738,5.693059,0,0,0.3128055,0,0,0.8132942,6.318671,10.32258,2.815249,0,0.06256109,3.002933,5.943304,4.316716,0.9384164,0,0,0,0,5.380254,13.95112,16.89149,12.3871,16.20332,13.76344,10.69795,11.88661,9.259042,0,3.002933,11.261,15.26491,15.95308,17.57967,14.57674,17.89247,17.39198,14.32649,12.6999,0,5.067449,8.883676,9.259042,13.45063,11.32356,10.19746,4.879766,10.69795,10.1349,4.692082,0,2.627566,5.818182,5.755621,2.940372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377322,4.191593,5.755621,4.692082,2.252199,0,0,0,0,3.190616,4.191593,9.509287,10.63539,7.131965,6.193548,0.06256109,0,0,4.879766,6.318671,15.07722,13.95112,11.76149,12.32454,1.000978,3.128055,11.5738,8.00782,11.5738,10.94819,12.32454,1.814272,1.313783,4.942327,6.318671,1.188661,0
0.050,0,2.565005,1.1261,3.315738,5.693059,0,0,0.3128055,0,0,0.8132942,6.318671,10.32258,2.815249,0,0.06256109,3.002933,5.943304,4.379277,0.9384164,0,0,0,0,5.442815,13.95112,16.89149,12.3871,16.20332,13.70088,10.69795,11.88661,9.259042,0,3.002933,11.261,15.32747,15.95308,17.57967,14.6393,17.89247,17.39198,14.32649,12.6999,0,5.067449,8.883676,9.259042,13.45063,11.32356,10.1349,4.879766,10.69795,10.1349,4.692082,0,2.690127,5.818182,5.755621,2.940372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31476,4.191593,5.755621,4.692082,2.252199,0,0,0,0,3.253177,4.191593,9.571848,10.69795,7.131965,6.193548,0.06256109,0,0,4.879766,6.25611,15.13978,13.88856,11.69893,12.32454,1.000978,3.128055,11.5738,7.945259,11.5738,10.94819,12.32454,1.814272,1.313783,4.942327,6.318671,1.188661,0
