Sensor nummer,29,30,31,32,33,34,40,41,42,43,44,45,46,47,51,52,53,54,55,56,57,58,59,62,63,64,65,66,67,68,69,70,71,72,74,75,76,77,78,79,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,98,99,100,101,102,103,104,105,106,107,110,111,112,113,114,115,116,117,118,119,122,123,124,125,126,127,128,129,130,131,135,136,137,138,139,140,141,142,143,147,148,149,150,151,152,153,154,155,159,160,161,162,163,164,165,166,167,171,172,173,174,175,176,177,178,179,183,184,185,186,187,188,189,190,191,195,196,197,198,199,200,201,202,208,209,210,211,212,213,214,221,222,223,224,225,Sync
Minimum,2.439883,4.692082,5.943304,8.00782,7.131965,0,0.9384164,0,0,0,2.439883,1.814272,5.13001,0,0,0,1.564027,0.1251222,0,0.3128055,0,0,0,0,1.063539,3.378299,2.377322,2.377322,3.691105,2.87781,0.3753666,2.815249,0.2502444,0,0.06256109,3.002933,3.628544,2.127077,0.5630499,2.31476,2.439883,3.128055,1.68915,4.504399,0,0.5004888,5.067449,2.439883,1.626588,0,0,0,0,0,0,0,1.000978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8132942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127077,0,0,0,0,0,0,0,2.87781,1.939394,0,0,0,0,0,0,1.188661,0,0,0,0,0,0,0
Maximum,9.571848,13.63832,17.2043,14.9521,15.95308,15.07722,6.443793,3.002933,0.6256109,7.632453,13.95112,14.32649,20.70772,20.8954,3.065494,3.565982,11.63636,11.63636,16.70381,17.70479,7.695014,19.26882,14.51417,4.066471,9.571848,11.13587,14.57674,13.01271,16.82893,15.26491,14.6393,16.64125,16.70381,17.07918,10.51026,13.5132,14.9521,15.32747,14.6393,17.2043,15.13978,14.88954,12.76246,22.8348,22.45943,13.63832,14.82698,13.826,14.20137,12.95015,13.826,13.76344,15.39003,16.01564,17.26686,15.20235,13.38807,11.5738,9.13392,9.571848,7.006843,5.13001,3.253177,10.88563,9.384164,8.132942,7.069404,6.068426,4.629521,3.190616,0.1251222,0.3753666,2.565005,3.002933,7.006843,8.258064,7.069404,7.006843,6.005865,4.316716,4.316716,2.565005,4.379277,5.880743,7.507331,5.255132,11.88661,9.822092,12.07429,10.32258,9.947214,10.1349,9.759531,10.26002,8.508309,8.132942,11.32356,10.4477,7.757576,12.19941,11.07331,9.384164,9.822092,8.070381,11.51124,12.76246,15.89052,10.63539,12.26197,6.381232,10.69795,9.69697,6.694037,12.07429,13.20039,12.01173,15.01466,12.57478,14.01369,18.58064,14.13881,7.069404,1.501466,11.07331,12.26197,11.44868,13.95112,11.5738,18.70577,20.39492,8.320625,4.254155,12.63734,13.38807,9.947214,13.07527,13.57576,17.76735,18.95601,8.383186,6.944282,12.51222,12.01173,7.006843,12.07429,9.634409,5.067449,13.32551,6.381232,10.00978,2.252199,0
20% Averarge,7.382209,8.320625,9.071359,13.01271,13.13783,10.4477,2.377322,0.9384164,0.4379277,3.941349,4.254155,7.757576,11.69893,12.44966,0.8758553,1.626588,4.754643,4.692082,5.818182,6.568915,3.753666,7.632453,6.694037,1.626588,5.067449,6.568915,8.195503,9.259042,10.69795,9.13392,8.946237,10.69795,11.13587,12.32454,6.318671,9.008798,9.008798,10.51026,9.071359,12.63734,10.07234,9.634409,9.571848,13.63832,13.88856,8.195503,8.946237,7.382209,8.445747,8.132942,7.820137,9.259042,10.1349,12.07429,12.3871,8.070381,7.820137,5.13001,3.941349,4.191593,4.066471,2.815249,2.001955,7.069404,6.443793,4.754643,3.691105,3.44086,2.87781,1.501466,0,0.1876833,1.814272,2.31476,4.692082,5.192571,3.753666,3.941349,4.129032,3.190616,2.752688,1.939394,3.002933,4.129032,5.192571,4.254155,5.004888,4.817204,7.131965,7.695014,7.194526,7.382209,5.880743,6.568915,6.068426,4.56696,6.193548,7.131965,6.506354,9.571848,6.944282,6.25611,7.069404,6.568915,6.25611,7.757576,10.57283,7.382209,8.445747,2.87781,5.255132,5.880743,5.067449,5.630498,7.257087,6.381232,8.132942,8.320625,8.821115,12.51222,7.194526,5.004888,0.8132942,4.504399,5.567937,5.630498,8.57087,6.318671,13.07527,13.13783,5.192571,1.939394,5.755621,6.193548,3.753666,8.946237,9.822092,11.94917,11.76149,4.942327,2.565005,5.693059,6.25611,3.128055,6.25611,3.816227,1.751711,5.693059,2.252199,4.817204,1.251222,1
0.000,9.196481,9.69697,9.384164,13.57576,13.76344,11.38612,2.627566,0.3128055,0,0.5630499,4.254155,8.758554,13.01271,13.32551,0.3128055,0.1876833,5.192571,4.942327,5.943304,7.131965,0,7.820137,6.694037,0.1251222,5.317693,7.131965,8.508309,10.57283,12.26197,10.82307,10.1349,12.26197,11.82405,13.32551,5.943304,10.19746,10.4477,11.69893,9.509287,13.57576,11.19844,11.01075,10.69795,15.89052,14.88954,8.383186,9.321603,8.258064,8.57087,8.508309,8.258064,10.00978,10.88563,12.88759,13.13783,7.757576,8.195503,4.504399,3.378299,1.063539,0,0,0,0.3128055,0,0.3753666,0.8132942,0.4379277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00391,1.564027,1.626588,0,0,0,0.5004888,0,0,0.9384164,0.8758553,0,0,0,0,0,0,0,6.631476,1.376344,0,0,0,1.501466,4.441838,0,0,5.442815,6.318671,5.192571,6.130987,5.943304,7.945259,12.76246,4.629521,0,0,3.503421,4.316716,4.504399,8.195503,5.693059,14.57674,12.44966,0,0,5.380254,5.380254,2.252199,9.008798,11.44868,13.13783,12.82502,5.442815,1.876833,4.817204,5.380254,2.815249,6.381232,3.065494,1.1261,4.754643,0.8758553,3.628544,0,1
0.010,9.13392,9.759531,9.446725,13.57576,13.76344,11.38612,2.627566,0.2502444,0,0.5630499,4.254155,8.821115,13.01271,13.32551,0.3753666,0.1876833,5.192571,4.942327,6.005865,7.131965,0,7.820137,6.694037,0.1251222,5.317693,7.131965,8.445747,10.63539,12.26197,10.82307,10.07234,12.19941,11.82405,13.26295,5.943304,10.19746,10.4477,11.69893,9.509287,13.57576,11.19844,11.01075,10.76051,15.89052,14.88954,8.383186,9.321603,8.195503,8.57087,8.508309,8.258064,9.947214,10.88563,12.88759,13.13783,7.757576,8.195503,4.504399,3.378299,1.063539,0,0,0,0.3753666,0,0.3753666,0.8132942,0.4379277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00391,1.564027,1.626588,0,0,0,0.3128055,0,0,0.9384164,0.8758553,0,0,0,0,0,0,0,6.694037,1.313783,0,0,0,1.501466,4.441838,0,0,5.442815,6.381232,5.317693,6.130987,5.943304,7.945259,12.76246,4.629521,0,0,3.565982,4.316716,4.504399,8.258064,5.693059,14.57674,12.3871,0,0,5.380254,5.380254,2.31476,9.071359,11.44868,13.13783,12.82502,5.442815,1.876833,4.817204,5.442815,2.815249,6.381232,3.065494,1.063539,4.817204,0.8758553,3.628544,0,1
0.020,9.196481,9.69697,9.384164,13.57576,13.76344,11.38612,2.627566,0.2502444,0,0.5630499,4.254155,8.758554,13.01271,13.32551,0.3753666,0.1876833,5.192571,4.942327,6.005865,7.131965,0,7.820137,6.631476,0.1251222,5.255132,7.131965,8.508309,10.57283,12.26197,10.82307,10.07234,12.26197,11.82405,13.32551,5.943304,10.1349,10.4477,11.69893,9.446725,13.57576,11.19844,11.13587,10.76051,15.82796,14.9521,8.320625,9.259042,8.195503,8.57087,8.508309,8.383186,10.00978,10.88563,12.88759,13.13783,7.757576,8.195503,4.504399,3.378299,1.1261,0,0,0,0.3753666,0,0.3753666,0.8132942,0.4379277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.066471,1.564027,1.626588,0,0,0,0.2502444,0,0,0.9384164,0.8758553,0,0,0,0,0,0,0,6.694037,1.313783,0,0,0,1.564027,4.441838,0,0,5.442815,6.318671,5.317693,6.130987,6.005865,7.945259,12.76246,4.629521,0,0,3.503421,4.316716,4.56696,8.195503,5.693059,14.57674,12.44966,0,0,5.380254,5.380254,2.377322,9.071359,11.44868,13.26295,12.82502,5.442815,1.876833,4.817204,5.442815,2.87781,6.381232,3.128055,1.063539,4.817204,0.9384164,3.628544,0,1
0.030,9.13392,9.69697,9.384164,13.57576,13.76344,11.38612,2.627566,0.3128055,0,0.5630499,4.254155,8.821115,13.01271,13.32551,0.3128055,0.1876833,5.192571,4.942327,6.005865,7.131965,0,7.820137,6.631476,0.1251222,5.317693,7.131965,8.508309,10.57283,12.26197,10.82307,10.07234,12.19941,11.82405,13.32551,5.943304,10.19746,10.4477,11.69893,9.446725,13.63832,11.19844,11.13587,10.76051,15.89052,14.88954,8.57087,9.321603,8.195503,8.57087,8.508309,8.383186,10.00978,10.88563,12.88759,13.13783,7.757576,8.195503,4.504399,3.378299,1.1261,0,0,0,0.3753666,0,0.3753666,0.8132942,0.4379277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.066471,1.564027,1.626588,0,0,0,0.2502444,0,0,1.000978,0.8758553,0,0,0,0,0,0,0,6.694037,1.376344,0,0,0,1.564027,4.441838,0,0,5.442815,6.381232,5.317693,6.130987,5.943304,7.945259,12.76246,4.692082,0,0,3.565982,4.379277,4.504399,8.258064,5.630498,14.57674,12.3871,0,0,5.380254,5.380254,2.377322,9.071359,11.44868,13.20039,12.82502,5.442815,1.876833,4.817204,5.442815,2.87781,6.381232,3.190616,1.063539,4.817204,0.8758553,3.628544,0,1
0.040,9.196481,9.69697,9.384164,13.57576,13.76344,11.38612,2.627566,0.2502444,0,0.5630499,4.254155,8.758554,13.01271,13.32551,0.3128055,0.1876833,5.192571,4.942327,6.005865,7.006843,0,7.820137,6.694037,0.1876833,5.317693,7.131965,8.508309,10.57283,12.26197,10.82307,10.07234,12.19941,11.82405,13.26295,5.943304,10.19746,10.4477,11.69893,9.509287,13.57576,11.19844,11.07331,10.76051,15.89052,14.82698,8.445747,9.321603,8.258064,8.633431,8.508309,8.383186,10.00978,10.88563,12.88759,13.13783,7.757576,8.195503,4.504399,3.378299,1.1261,0,0,0,0.3128055,0,0.3753666,0.8132942,0.4379277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.066471,1.564027,1.626588,0,0,0,0.3128055,0,0,1.000978,0.8758553,0,0,0,0,0,0,0,6.694037,1.376344,0,0,0,1.564027,4.441838,0,0,5.442815,6.381232,5.317693,6.130987,5.943304,7.945259,12.76246,4.692082,0,0,3.503421,4.316716,4.504399,8.258064,5.693059,14.6393,12.3871,0,0,5.380254,5.380254,2.377322,9.071359,11.44868,13.13783,12.82502,5.442815,1.876833,4.817204,5.442815,2.87781,6.381232,3.190616,1.063539,4.817204,0.9384164,3.628544,0,1
0.050,9.196481,9.69697,9.446725,13.5132,13.76344,11.38612,2.627566,0.2502444,0,0.5630499,4.316716,8.758554,13.01271,13.32551,0.3128055,0.1876833,5.192571,4.942327,6.005865,7.006843,0,7.757576,6.694037,0.1251222,5.317693,7.131965,8.508309,10.57283,12.19941,10.82307,10.00978,12.19941,11.82405,13.32551,5.880743,10.19746,10.4477,11.69893,9.446725,13.63832,11.19844,11.07331,10.76051,15.89052,14.82698,8.445747,9.321603,8.195503,8.633431,8.508309,8.383186,9.947214,10.94819,12.88759,13.13783,7.757576,8.195503,4.504399,3.378299,1.1261,0,0,0,0.3128055,0,0.3753666,0.8132942,0.4379277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.066471,1.564027,1.626588,0,0,0,0.3128055,0,0,1.000978,0.9384164,0,0,0,0,0,0,0,6.694037,1.376344,0,0,0,1.564027,4.441838,0,0,5.505376,6.381232,5.317693,6.130987,5.943304,7.945259,12.76246,4.692082,0,0,3.565982,4.316716,4.56696,8.258064,5.693059,14.57674,12.3871,0,0,5.380254,5.442815,2.377322,9.071359,11.44868,13.13783,12.82502,5.442815,1.876833,4.817204,5.442815,2.815249,6.381232,3.253177,1.1261,4.817204,0.9384164,3.628544,0,1
