Frequency[Hz],X-amplitude,Y-amplitude
0,28.7067106688774,79.9727085992484
0.0191021971795939,17.2492256297132,32.0882033885851
0.0382043943591879,11.7977295164475,21.7966265458235
0.0573065915387818,13.5242375308283,30.8060692346018
0.0764087887183757,22.7521514985348,24.4722110218554
0.0955109858979697,11.9780741378372,15.3269120207638
0.114613183077564,21.820974746347,20.567353526411
0.133715380257158,23.6235379758657,30.1066436340216
0.152817577436751,17.8494172284495,31.6126740126514
0.171919774616345,9.01230905706704,31.8880179658687
0.191021971795939,20.5549108101058,22.4165640404493
0.210124168975533,19.3411730499918,22.7195651160088
0.229226366155127,17.3746706030504,2.63160508330268
0.248328563334721,24.8905799096478,9.42794795867876
0.267430760514315,29.5134002088321,22.4286291531462
0.286532957693909,24.9149777408312,14.3621880120053
0.305635154873503,26.9553917245226,7.20330915646903
0.324737352053097,40.8996472834286,11.4382331257072
0.343839549232691,39.9316332049446,9.38916276409294
0.362941746412285,35.6353616216481,4.17752033346302
0.382043943591879,47.4187799669059,8.98814723776452
0.401146140771473,28.8966300987827,19.7403454840566
0.420248337951066,65.1075409883288,15.7384706948686
0.43935053513066,120.622168099627,11.8437119299423
0.458452732310254,78.1330238003917,15.5509756573876
0.477554929489848,275.640220559023,16.1867054551574
0.496657126669442,124.306202831108,12.9378192441265
0.515759323849036,46.0148855832212,12.7129776669852
0.53486152102863,16.5993584950936,14.8799387927506
0.553963718208224,13.2825473084971,4.32398853442192
0.573065915387818,11.7162503840572,7.26262327319225
0.592168112567412,17.9156264400137,11.7012432462129
0.611270309747006,5.88859864618005,7.34007401699683
0.6303725069266,5.13281042600654,8.24500981168404
0.649474704106194,8.9518923417063,2.84794215248702
0.668576901285788,10.1435803287538,6.90396113069521
0.687679098465382,7.61573988250312,12.7213986001325
0.706781295644975,7.38501825796348,4.2259501170678
0.725883492824569,4.21751102959416,7.75231039803557
0.744985690004163,5.80997318088458,10.1915675823244
0.764087887183757,5.05174746436191,12.9308581191479
0.783190084363351,4.8284918888773,15.5687345038885
0.802292281542945,2.83621366253369,1.57738453473902
0.821394478722539,9.18409851273042,8.64540923338574
0.840496675902133,9.86802862376235,10.4029765356781
0.859598873081727,10.1646865735742,22.7000947379876
0.878701070261321,5.96507864469821,7.01134406834943
0.897803267440915,4.02901482957944,18.1328958062206
0.916905464620509,11.7535387949834,47.206140739604
0.936007661800103,3.77167679548625,23.1080233704534
0.955109858979697,11.7380050428376,62.6086147614216
0.97421205615929,2.97487080013585,40.6876416602634
0.993314253338885,6.29879365232541,19.1510824968064
1.01241645051848,3.72529784127428,4.15267621277911
1.03151864769807,2.80484128420662,7.17818677807718
1.05062084487767,6.19620511703334,6.95138587570632
1.06972304205726,2.47218195949954,8.33550783332412
1.08882523923685,4.83842620509717,6.21182428388866
1.10792743641645,3.72700991736977,9.53170915672342
1.12702963359604,4.9905716959643,3.19166555342899
1.14613183077564,6.96861866716953,6.07613044943439
1.16523402795523,3.44799336740978,1.90170031554063
1.18433622513482,0.545429942781909,4.08743734932067
1.20343842231442,5.85543600378805,5.09233085886364
1.22254061949401,6.81640307807427,4.92251237493916
1.24164281667361,10.1010838570357,4.43873045422064
1.2607450138532,7.86300417558923,5.86614726445219
1.27984721103279,3.57151931630874,6.9939276602755
1.29894940821239,6.94385133524468,1.0664072442236
1.31805160539198,10.386697919051,1.29999505903377
1.33715380257158,9.4555448445618,2.76112022880606
1.35625599975117,8.7726970559875,4.1232524087442
1.37535819693076,15.7991350622497,7.31738256735577
1.39446039411036,25.3428250792094,6.66469157434668
1.41356259128995,20.1459504525799,3.54660371380403
1.43266478846954,30.2326687441758,7.33332390505038
1.45176698564914,27.8835413391901,1.09726268810686
1.47086918282873,21.0770744960367,1.01214908398929
1.48997138000833,4.37033089330654,3.43550708867797
1.50907357718792,7.44324944539322,1.55362401753751
1.52817577436751,2.94275006237217,0.696501559335358
1.54727797154711,3.93167013602674,0.586930242690095
1.5663801687267,3.10360251829132,2.53082476773182
1.5854823659063,1.58313853559673,3.96878144561688
1.60458456308589,3.52204942668965,1.46784074656132
1.62368676026548,3.45452130311761,1.14109530901226
1.64278895744508,3.15752229318972,2.82679455516879
1.66189115462467,0.590347985626135,5.22420510001375
1.68099335180427,3.79308022211008,1.03960926237431
1.70009554898386,1.64517492167077,1.74515281859876
1.71919774616345,2.87908671836016,3.22366103666851
1.73829994334305,3.78146926182035,2.65517761453596
1.75740214052264,5.02499204440886,4.67612745201396
1.77650433770224,5.40041567874626,1.40303485614774
1.79560653488183,0.541270383522189,2.78570410501537
1.81470873206142,1.33964598911744,2.88092193949591
1.83381092924102,3.65288126525697,3.20582402688656
1.85291312642061,4.14087881286153,10.6241599736514
1.87201532360021,5.31982522898924,12.3667077439503
1.8911175207798,1.47890256304122,8.08281620986067
1.91021971795939,1.42246606745628,9.68342563058516
